,Date,search_word,User,Tweets,Sarcastic,compound,Happy,Angry,Surprise,Sad,Fear,Sentiment
15,2023-02-10 04:31:21,adani,INCashishsaini,support to adani group by pm modi amp the present day government has given one clear message to outside w…,not_sarcastic,0.6486,0.33,0.0,0.33,0.33,0.0,Positive
16,2023-02-10 04:31:16,adani,NARAYANANKUTTYV,vizhinjam project in kerala is also worth abandoning since it is of adani and that also w…,not_sarcastic,-0.1779,0.0,0.0,0.0,0.0,1.0,Negative
17,2023-02-10 04:31:15,adani,strebormt,if you actually followed me you would know that i do not follow any political party that way i can st…,not_sarcastic,0.4019,0.0,0.0,0.0,0.0,0.0,Positive
18,2023-02-10 04:31:15,adani,vishalgthakkar,instead of imparting gyaan on adani credit suisse must introspect amp audit themselves first stock fell whopping…,not_sarcastic,0.3818,0.0,0.25,0.0,0.0,0.75,Positive
19,2023-02-10 04:31:13,adani,GemofSecularizm,i completely agree with you sir even my child was shouting adani adani,not_sarcastic,0.4201,0.0,0.0,1.0,0.0,0.0,Positive
20,2023-02-10 04:31:11,adani,JaiHindKB,adani wilmar best bal sheet with q3 pat 246cr wilmar singapore parentage fortune edible oil brand ready to cook foo…,sarcastic,0.7717,0.67,0.0,0.0,0.33,0.0,Positive
21,2023-02-10 04:31:11,adani,AmbujaCementACL,ambuja cements part of adani cement wins the ficci csr award read more watch more…,sarcastic,0.802,0.0,0.0,1.0,0.0,0.0,Positive
22,2023-02-10 04:31:06,adani,ashokshuklasoda,adani or narendra modi no one is above the law why there is no probe of…,sarcastic,-0.5267,0.0,0.0,1.0,0.0,0.0,Negative
23,2023-02-10 04:30:59,adani,WOWNEWS14,msci took a big decision after the hindenburg controversy on 4 companies of adani group,not_sarcastic,0.0,0.0,0.0,0.5,0.0,0.5,Neutral
24,2023-02-10 04:30:57,adani,AmarDee19140822,wonderful customer service he approached u with his probl…,not_sarcastic,0.5719,0.0,0.0,1.0,0.0,0.0,Positive
25,2023-02-10 04:30:51,adani,rasik210,sincere apologies if i am missing something gmr is shown here because adani power had acquired a gmr elect…,not_sarcastic,0.128,0.0,0.33,0.0,0.67,0.0,Positive
26,2023-02-10 04:30:41,adani,Subhash101958,nothing is impossible for the person who is determined to conquer a peakwhich you did but after ever…,not_sarcastic,0.1779,0.0,0.0,0.0,0.0,1.0,Positive
27,2023-02-10 04:30:37,adani,TheVsinha03,he lacks such quality btw when it comes to adani then full form of ed becomes erectile dysfunction,not_sarcastic,-0.4215,0.0,0.0,0.0,0.0,0.0,Negative
28,2023-02-10 04:30:34,adani,calm_compost,wonder what he is gonna achieve by this stunt unless it is to titilate all the bjp trolls who have in…,sarcastic,0.0,0.0,0.33,0.33,0.0,0.33,Neutral
29,2023-02-10 04:30:31,adani,ReutersUS,msci to cut weighting of four adani firms in wake of hindenburg report,not_sarcastic,-0.2732,0.0,0.0,0.0,0.5,0.5,Negative
30,2023-02-10 04:30:28,adani,KKK70541573,heard modis speech yesterday and felt very bad how can rahul gandhi be rahul nehru should a pm of the l…,not_sarcastic,-0.5849,0.0,0.0,0.0,1.0,0.0,Negative
31,2023-02-10 04:30:23,adani,ChetanGaikwad_,the race begins now between adani amp ambani,not_sarcastic,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
32,2023-02-10 04:30:07,adani,IdlyVadaa,adani for sure all instructions come from adani office,not_sarcastic,0.3182,0.0,0.0,0.0,0.0,0.0,Positive
33,2023-02-10 04:30:04,adani,opinion_tt,the adani saga anup sinha writes is a tale of unbridled power adaniscam2023 adanigroups adanienterprise…,not_sarcastic,0.0,0.0,1.0,0.0,0.0,0.0,Neutral
34,2023-02-10 04:30:03,adani,Singh26Urmila,one member of anti adani syndicate credit suisse  reason for becoming part of the syndicate,sarcastic,0.0772,0.0,0.0,0.0,0.25,0.75,Positive
35,2023-02-10 04:30:03,adani,DearWall,msci cuts some adani group companies freefloat designations,not_sarcastic,-0.296,0.0,0.0,1.0,0.0,0.0,Negative
36,2023-02-10 04:30:01,adani,sidheshv,something in similar lines,not_sarcastic,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
37,2023-02-10 04:30:00,adani,Sisirkumardatt3,licchairman_mrkumar will meet adani group soon to seek clarification on present crisis lic chairman,not_sarcastic,-0.6249,0.0,0.0,0.5,0.0,0.5,Negative
38,2023-02-10 04:29:58,adani,bilyonaryo_ph,the troubled business empire of indian tycoon gautam adani has links to foreign firms in a broad range of sectors i…,not_sarcastic,-0.4588,0.0,0.0,0.0,0.25,0.75,Negative
39,2023-02-10 04:29:57,adani,indiamusings,adani saga adani saga clearly implies 1 indian companies must build impregnable systems to protect short attac…,not_sarcastic,0.6486,0.25,0.25,0.0,0.0,0.5,Positive
40,2023-02-10 04:29:56,adani,OswinMinj,so mahaan that 16 lac indians renounced their indian citizens…,sarcastic,0.0,0.0,0.0,0.0,0.0,0.0,Neutral
41,2023-02-10 04:29:51,adani,Wise__Trader,margin call its the same like broker asking trader to deposit fund else the position will be forcefully squared…,not_sarcastic,0.3612,0.0,0.0,0.0,0.0,1.0,Positive
42,2023-02-10 04:29:51,adani,ashokmisra001,for sanghis adani is nation and those criticising adani are anti national adani first,not_sarcastic,-0.6124,1.0,0.0,0.0,0.0,0.0,Negative
43,2023-02-10 04:29:45,adani,IdlyVadaa,ye cartoon abhi tak china par he atkaa hua hai modi is afraid to even take the name of ch…,sarcastic,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
44,2023-02-10 04:29:41,adani,Mazdainvestmen1,unpopular opinion till adani dosent go the markets will not move,not_sarcastic,0.0,0.0,0.0,0.0,0.5,0.5,Neutral
45,2023-02-10 04:29:40,adani,Naamhaibulla,but sebi had never find any rigging in adani shares via shell companies ,sarcastic,0.4215,0.0,0.0,0.0,0.0,0.0,Positive
46,2023-02-10 04:29:39,adani,Tapanpatel_1234,great siri bought adani port call sir,not_sarcastic,0.6249,1.0,0.0,0.0,0.0,0.0,Positive
47,2023-02-10 04:29:31,adani,Hyderabadtamila,boss should be brave to talk about china adani and should have minimal courage to put party candidate in bye elect…,not_sarcastic,0.8519,0.0,0.0,0.0,0.33,0.67,Positive
48,2023-02-10 04:29:28,adani,deepdas70506563,if so than zomato prices will go like adani shares in stockmarket,not_sarcastic,0.5719,0.0,0.0,0.0,0.0,0.0,Positive
49,2023-02-10 04:29:26,adani,FoursquarepropS,pls do not mind rajesh ji what actually you know about adani second why one honest pers…,not_sarcastic,0.5574,0.0,1.0,0.0,0.0,0.0,Positive
